email,customer_id,employee_index,country,sex,age,joindate,customer_index6,customer_life,customer_relation,res_index,for_index,prov_code,prov_name,activity_index,income,segmentation,CheckingAccount,SavingsAccount,CreditCard,HomeLoan,AutoLoan,InvestmentAccount,RetirementAccount,MoneyMarketAccount,CDAccount,DebitCard,OnlineBanking,Mortgage,DirectDeposit,Pension,BillPay,PersonalLoan,BrokerageAccount,TrustAccount,OverdraftProtection,PrepaidCard,MoneyTransfer,DirectDebit,BusinessAccount,SafeDepositBox
mariaosborne@example.net,4434677,N,US,F,28,03/09/15,2,8,C,S,S,15.0,Stevenberg,0.8886059036310071,140741.28505173977,Individual,0,1,0,0,0,0,0,0,0,0,0,1,0.0,,1,0,0,1,1,0,0,0,0,0
qhuber@example.com,5637132,S,MX,O,80,05/11/22,5,13,C,N,N,7.0,Jameshaven,0.14328679076612516,65860.65623850812,Business,0,1,0,1,0,0,0,1,1,1,0,1,0.0,0.0,0,0,0,0,1,1,0,0,0,0
abrown@example.com,4338048,N,MX,M,76,27/05/17,4,2,C,N,S,17.0,East Ann,0.7439070129673002,159320.94466917546,Premium,0,0,1,1,1,0,0,0,1,0,1,1,0.0,1.0,1,0,0,1,0,1,1,1,0,0
brandy81@example.org,6607199,N,MX,F,36,27/01/25,6,4,A,S,S,3.0,Tonyamouth,0.8634162348819203,58902.071721115964,Premium,0,1,0,1,1,0,0,0,0,1,0,1,0.0,0.0,0,0,1,0,0,1,1,0,1,0
hconrad@example.com,2132691,S,MX,M,74,09/08/19,3,11,B,S,S,52.0,Lake Ryan,0.8441755355677107,144973.50742025778,Individual,0,0,0,0,1,1,1,1,0,0,1,1,1.0,1.0,1,0,1,1,1,1,1,0,0,0
ghernandez@example.org,4508999,S,US,O,76,11/11/19,5,6,A,N,S,,Brooksport,0.5765748168295683,73950.22040501906,Premium,0,1,0,1,0,1,1,0,0,0,0,1,1.0,1.0,0,1,0,1,1,0,1,1,1,1
toddreed@example.org,9721304,N,MX,M,54,29/04/22,4,7,B,N,S,50.0,Lake Elizabethport,0.38463230471660736,26612.514501111527,Business,1,1,1,0,1,1,1,1,1,1,0,1,1.0,,0,0,1,1,0,0,0,0,1,0
edward99@example.net,2083659,N,CA,O,59,01/12/16,9,15,C,S,N,30.0,Port Jessica,0.7548715993857944,182683.77353305742,Business,0,1,0,0,0,1,1,1,1,1,0,1,0.0,1.0,1,1,1,1,1,1,1,0,1,1
iberg@example.org,7583055,S,US,F,71,09/02/22,8,11,B,S,N,22.0,Craigport,0.9773137802605778,56894.409990522225,Premium,0,1,0,0,1,1,1,0,1,1,1,0,,0.0,1,0,1,0,1,0,0,0,0,0
jeffreywoodard@example.com,1883199,S,US,M,66,02/06/19,7,11,B,S,S,55.0,South Samuel,0.4669509056416564,197108.84299925188,Premium,0,1,1,1,0,1,0,0,1,1,1,1,,0.0,0,1,1,1,0,0,1,0,1,1
mckaythomas@example.org,6264723,N,US,M,36,07/02/18,5,11,B,N,S,34.0,Parkerstad,0.049269793416275465,163830.85727466762,Business,0,1,0,1,1,0,0,1,0,0,0,0,0.0,1.0,0,1,1,1,1,0,0,0,1,1
zjimenez@example.net,1857677,N,US,M,39,03/02/22,8,3,B,S,N,20.0,East Pamela,0.9747513494811502,33081.52726551217,Individual,0,1,1,0,1,1,0,1,0,0,0,1,1.0,0.0,1,0,1,0,1,0,0,0,1,1
anna25@example.com,2679107,N,MX,F,29,25/04/20,8,6,A,N,N,13.0,West Antonio,0.2590189108124522,171827.01837668518,Individual,0,0,0,1,0,0,0,1,0,1,0,1,,0.0,0,1,0,1,1,0,0,1,0,0
christinadavis@example.com,2404965,S,CA,F,33,15/03/16,5,15,C,S,N,19.0,New Chad,0.5894183201573415,171493.86062113816,Business,1,0,1,0,1,1,1,1,1,0,1,0,0.0,1.0,0,0,1,1,0,0,1,1,0,1
mbradford@example.com,5159544,S,US,O,24,16/04/22,4,11,A,S,S,7.0,East Vickie,0.7099789640883929,129023.7032165817,Business,0,0,0,0,0,1,1,1,1,0,1,0,0.0,1.0,1,0,1,0,0,0,0,0,1,1
xwallace@example.org,2386746,S,CA,O,42,10/08/18,5,15,B,N,N,3.0,East Brian,0.05807863511326905,116181.48301437552,Business,0,0,0,0,1,0,1,1,1,1,0,1,,1.0,1,0,1,0,0,0,0,1,0,1
amandahall@example.com,7856011,S,US,M,33,14/10/23,3,9,A,N,S,20.0,North Jill,0.6447187781350207,129566.73527612761,Premium,1,1,0,1,0,1,0,0,0,0,0,1,0.0,,1,1,0,0,0,0,0,1,1,1
ericmadden@example.com,5926860,S,US,O,78,25/01/25,5,17,A,S,N,4.0,East Philliptown,0.9549531101812184,160340.78714047896,Individual,0,0,0,0,1,1,1,0,1,0,0,0,,1.0,1,0,1,1,1,0,0,1,0,0
tyler82@example.com,8948370,N,MX,F,55,04/05/22,6,8,A,S,S,32.0,New Zachary,0.936236508779478,187575.7715217428,Individual,1,1,0,1,1,0,1,0,0,0,1,0,,,0,0,1,0,0,0,1,1,0,0
hessjay@example.net,9608037,S,MX,O,30,06/08/22,6,11,C,N,S,56.0,Farleyburgh,,39168.58755134317,Business,0,1,1,0,0,1,1,0,0,0,1,0,1.0,0.0,0,0,0,1,1,0,0,0,0,0
dreeves@example.org,2657835,N,MX,O,72,21/04/19,0,5,A,S,N,15.0,West Joseph,0.23315687894543247,150103.8545021924,Business,1,1,0,1,1,1,1,0,1,1,1,1,1.0,,1,0,1,1,1,0,0,1,0,1
ffrazier@example.org,7440402,S,CA,M,61,22/04/20,4,17,B,N,S,26.0,Port Cory,0.8519530055274872,145803.83649108143,Premium,0,1,1,0,1,0,1,1,0,1,0,0,0.0,,0,0,0,1,0,1,0,1,0,1
huntergoodwin@example.org,5736318,S,MX,M,64,06/06/23,2,11,A,S,S,38.0,Rodriguezchester,0.7468004239529674,175505.91886295335,Premium,0,0,1,0,0,1,1,0,0,0,0,1,,,0,1,1,0,1,0,0,1,0,0
jody79@example.org,9140843,N,CA,M,43,21/10/16,9,13,B,S,S,47.0,Cunninghamfort,0.8365047644986265,83769.95279683746,Premium,1,0,1,0,0,0,0,1,0,1,0,1,0.0,,0,1,0,0,0,1,0,1,0,1
rivaskirsten@example.net,6126249,S,MX,M,77,18/07/15,7,4,A,S,N,,North Kevinmouth,0.8512621422490111,95532.60487496968,Business,0,1,0,0,1,0,1,0,0,0,1,0,1.0,0.0,1,1,1,1,1,1,0,0,1,1
lguerrero@example.net,8117467,N,CA,F,47,20/06/20,10,16,B,S,N,40.0,North Pamela,0.7938158028373544,25365.56105659514,Premium,0,0,1,1,0,0,0,0,0,1,0,0,0.0,,0,1,1,0,0,0,1,1,0,1
obyrd@example.net,5273168,S,MX,M,26,05/02/20,0,17,A,S,S,55.0,Lake Deannafort,0.12536597256821047,108362.77949781375,Business,0,0,0,1,0,0,1,0,1,0,1,0,,0.0,0,1,0,1,1,0,0,0,1,0
brian48@example.org,5976894,S,MX,M,29,30/11/18,4,8,B,S,S,17.0,Port Scott,0.559902254192558,72504.30455514236,Individual,1,1,0,1,0,1,0,1,0,1,1,1,0.0,,0,1,1,0,1,0,1,0,1,1
rwoods@example.net,9090467,S,MX,O,38,18/06/17,6,2,A,N,S,24.0,West Allenhaven,0.9823649718271934,25863.64023140663,Individual,1,1,0,1,0,1,1,1,1,1,0,1,,0.0,1,0,1,0,0,0,0,0,1,0
xmiller@example.com,3640562,N,US,M,56,15/05/22,0,18,A,N,S,10.0,Kaylaburgh,0.15801931061025953,172539.19387113507,Business,1,1,0,0,1,0,0,1,0,1,0,1,0.0,0.0,1,0,1,1,1,1,0,0,0,0
zestes@example.org,1142404,N,MX,M,57,24/06/18,10,7,C,N,N,43.0,West Traviston,0.6536205031776634,63247.30624055808,Business,1,1,1,0,0,1,1,1,0,1,0,1,1.0,,1,0,1,1,1,0,1,0,1,0
uhaas@example.net,9450504,S,US,M,47,16/03/19,9,18,C,N,S,48.0,North Rachel,0.6194455825106377,34961.51899654471,Individual,0,1,0,1,0,0,1,1,0,0,1,0,,,1,1,0,1,0,1,0,0,0,0
stevenwatson@example.com,5570902,N,US,F,34,23/12/15,1,18,A,N,S,40.0,New Garrettstad,0.3990942353771305,195676.04169891722,Premium,0,1,1,0,0,1,0,1,0,1,0,1,,1.0,1,1,1,0,0,0,1,0,0,0
zherrera@example.org,3095737,N,CA,O,21,13/09/18,1,18,B,N,S,45.0,Thompsonmouth,0.6515063906946627,29636.924901608058,Premium,0,1,1,0,0,1,1,1,1,1,1,0,1.0,,1,0,0,0,1,1,1,1,1,1
smithstephanie@example.org,8824884,S,MX,M,43,26/12/17,1,2,C,S,N,8.0,West Christopherland,,41615.93151178553,Individual,1,0,1,0,0,1,0,0,0,1,0,0,0.0,1.0,1,0,1,1,1,1,1,1,0,1
tylermelanie@example.org,9306158,S,US,M,38,13/07/19,1,15,B,S,S,22.0,Benjaminside,0.5867125380083982,88004.63822702857,Individual,1,1,0,0,1,0,0,0,1,0,0,1,1.0,0.0,0,0,1,0,1,1,0,0,0,1
icooper@example.com,8187997,S,CA,O,37,31/08/23,6,17,C,N,N,21.0,Matthewberg,0.28080731662340885,93950.98340003921,Business,1,0,0,1,1,0,0,0,1,0,1,1,,0.0,1,1,0,1,0,1,0,1,0,1
stevenfrench@example.com,8393421,N,CA,M,65,19/05/18,0,2,A,S,S,34.0,West Sarah,,115247.32679412715,Premium,1,0,0,0,0,0,0,1,1,1,1,1,1.0,,0,0,0,0,0,1,0,1,0,1
erikahall@example.org,4132559,N,MX,F,46,16/04/17,0,5,A,N,S,17.0,West Mark,0.5466512314378563,26448.73577768096,Premium,1,0,1,0,1,1,1,0,1,1,1,1,,,0,1,0,0,0,1,0,1,1,0
fhodges@example.net,9790828,S,CA,O,77,06/12/19,2,9,A,N,N,49.0,East Denise,0.1995674918547896,188789.1197903959,Premium,1,0,1,1,0,0,0,0,1,0,0,0,1.0,,0,1,1,1,1,0,1,0,1,0
lesliewebb@example.com,7460828,S,CA,M,41,12/10/20,9,15,C,S,S,17.0,West Elizabeth,0.7997930053954923,184358.61616682803,Individual,0,1,1,0,1,0,1,0,1,1,0,0,1.0,,1,0,0,0,1,1,1,1,0,1
levyashley@example.com,4216325,S,MX,M,73,14/09/17,2,4,B,S,N,29.0,East Nancy,0.19539470323890995,69496.31032395651,Individual,1,1,0,0,0,1,1,0,0,1,1,1,,1.0,1,0,0,0,1,0,1,0,0,1
michael18@example.org,2008378,S,MX,O,39,03/07/17,1,7,C,N,N,54.0,Roymouth,0.818682404829768,170507.2020107989,Business,0,0,0,1,1,0,0,0,0,0,1,1,1.0,,0,1,1,1,1,0,1,0,0,1
sloankathleen@example.net,4555024,N,US,O,41,31/10/24,4,5,C,S,S,17.0,Barrerashire,0.8480190237889388,191452.0776705032,Individual,0,1,0,0,0,1,1,1,0,1,0,0,0.0,,0,0,0,1,0,0,1,0,0,0
ashleyjones@example.org,3055935,S,CA,F,30,18/06/17,3,8,C,S,N,8.0,Diazhaven,0.5017186274035143,107281.16239331,Individual,0,1,1,1,0,1,1,0,1,0,1,1,1.0,,0,1,1,1,1,0,1,1,1,0
timothywilliams@example.net,1364099,N,MX,F,76,13/09/23,1,4,B,N,N,54.0,South Benjamin,0.5011871217047807,190039.34212316814,Business,1,1,1,0,1,1,1,1,1,1,0,1,,1.0,1,0,1,1,0,1,1,1,0,1
tatejane@example.org,9926071,S,MX,M,42,21/11/20,9,15,C,S,N,25.0,Loriside,0.21545836940563157,77577.49998142634,Individual,0,1,0,0,0,0,0,0,1,0,0,0,0.0,,1,0,0,0,1,0,1,0,1,0
jenniferrodriguez@example.com,5469917,S,US,M,43,05/11/22,9,2,A,S,N,,New Kristen,0.7251907944631446,112177.30079321339,Business,0,0,0,0,0,0,0,0,0,0,1,0,0.0,,1,0,1,0,0,1,0,0,0,0
blakealyssa@example.org,6234220,N,MX,M,69,15/09/21,6,15,C,S,S,20.0,Hannahbury,0.4530371494308886,38068.88821077978,Premium,0,0,0,1,1,1,1,1,0,1,0,1,1.0,,1,0,1,0,0,0,1,0,1,1
victoriajohnson@example.com,9984218,S,CA,F,25,21/04/20,2,4,A,S,S,24.0,Susanville,0.17231303343893745,148706.4067741796,Premium,0,1,0,1,1,1,1,0,0,0,1,0,,1.0,0,0,1,0,1,1,1,0,0,1
istout@example.net,5325427,N,MX,O,55,07/01/21,2,4,A,S,S,56.0,Millerhaven,0.944808307892852,184100.4106814507,Premium,1,1,1,0,0,0,0,0,0,0,0,1,,1.0,0,0,1,1,1,0,1,1,1,1
danielle10@example.net,3829950,N,CA,O,72,18/06/19,2,11,B,N,S,37.0,Brennanborough,0.31630064351635323,107649.96053330546,Business,0,0,0,1,1,0,0,1,0,1,0,1,0.0,1.0,1,0,1,1,0,0,0,0,1,0
fgibson@example.com,1701812,S,MX,O,55,19/03/22,6,4,C,S,N,49.0,Allenfurt,0.8918890199509141,57176.30312651541,Individual,0,1,0,1,0,0,1,0,1,0,1,1,,1.0,0,0,1,0,1,0,1,0,1,0
dixonchristopher@example.net,1627067,S,US,M,71,28/10/17,9,10,A,S,S,48.0,Danielview,0.8565802533879201,103938.91676292813,Business,0,1,0,0,0,1,0,0,1,1,0,1,1.0,0.0,1,0,0,1,0,0,1,1,1,1
torresryan@example.net,2443176,S,MX,O,78,12/03/24,5,16,B,N,S,31.0,Lake Davidfurt,0.07052959009518389,68129.81329940252,Business,0,1,1,0,0,1,1,1,0,0,1,0,0.0,1.0,1,0,0,1,0,0,0,1,1,1
lopezwilliam@example.net,1313798,N,US,F,43,02/03/20,10,13,B,N,S,27.0,Thomasborough,0.006362863364206661,54336.35756417243,Premium,1,1,0,0,1,0,1,0,0,0,0,0,1.0,,1,1,0,0,0,1,0,1,1,0
kristinamcconnell@example.org,1041040,S,CA,M,60,25/02/22,10,2,A,N,N,18.0,Port Karenfurt,,72579.48667457848,Premium,1,1,0,0,0,0,0,0,0,0,1,0,1.0,1.0,0,0,1,0,0,1,0,0,0,1
yarcher@example.net,6147663,N,MX,M,35,27/09/20,8,7,A,N,N,51.0,West Susanhaven,0.599061360378371,34086.012179856014,Business,0,1,1,1,0,1,1,1,1,1,0,0,,1.0,1,0,1,0,1,1,0,1,1,0
davismaria@example.com,1162055,N,MX,M,63,28/09/16,7,1,B,S,S,,Smithstad,0.8378443721892221,39361.564043235674,Individual,0,1,0,0,0,1,1,0,1,0,1,0,0.0,,1,0,0,0,1,0,0,1,0,1
xgolden@example.com,5857816,S,MX,O,64,30/12/21,8,17,A,N,S,21.0,Port Adamville,0.3091275567574906,64677.1811074034,Premium,1,1,0,0,1,0,1,0,1,0,0,1,0.0,1.0,1,1,0,1,0,0,0,0,1,0
cainfrank@example.net,5566853,S,CA,F,47,22/12/18,1,5,A,S,S,33.0,Port Codyton,0.1150475138232182,150589.25323941495,Premium,0,0,1,0,0,0,1,0,0,1,0,0,0.0,1.0,1,0,0,0,1,1,0,1,1,1
jeffery02@example.com,6672331,S,US,O,24,13/12/17,8,19,A,S,N,44.0,West Matthewfort,0.8234890886450077,124005.95460407619,Individual,1,0,1,0,1,0,0,0,1,1,1,1,0.0,,1,0,0,1,0,0,0,1,1,0
perezlaura@example.org,7394864,S,CA,O,79,24/06/19,1,3,B,S,S,7.0,Lake Samantha,0.9230035006947863,91896.73078064005,Business,0,0,0,1,1,0,0,0,1,1,1,1,1.0,,0,0,0,1,0,0,1,1,1,0
shelley49@example.net,2223380,N,US,F,50,09/09/22,5,14,C,S,S,38.0,Ryanmouth,0.6353748102055284,116685.08016619162,Business,0,1,1,0,0,0,1,1,1,1,0,1,,,1,0,0,1,1,1,0,1,1,0
gonzalezmegan@example.com,8071899,S,US,F,23,13/04/18,7,14,A,N,N,9.0,South Sandrafurt,0.7729483655293622,131657.77260516514,Premium,0,0,0,0,0,1,1,1,1,0,1,0,,,0,1,0,0,1,0,1,1,0,0
nicholas49@example.com,8102093,S,US,F,18,27/07/16,0,15,C,S,N,52.0,Collinsborough,0.5741123074154382,140949.83114979143,Individual,1,0,0,0,1,0,1,1,0,0,0,1,1.0,,1,1,1,0,1,0,0,0,0,0
natasha34@example.com,6113021,N,MX,O,77,08/06/17,5,1,B,N,S,,Karentown,0.45365588127483547,68128.89094178761,Individual,0,0,1,0,0,0,1,0,1,1,1,0,,0.0,0,1,0,0,1,1,1,0,0,1
andersonashley@example.net,7005230,N,CA,M,56,10/12/17,4,13,A,N,S,21.0,Sheilahaven,0.6050257948411861,117399.77080429124,Business,0,1,0,0,0,1,1,0,0,0,0,1,0.0,,1,0,1,1,0,0,0,0,0,0
burgesscarolyn@example.com,4010092,S,US,M,37,06/12/17,3,6,A,N,S,,Kiddton,0.29230141257310827,23877.741035722665,Business,0,1,1,0,0,1,1,1,0,0,0,0,,,1,1,1,1,0,1,0,0,0,0
debrakim@example.com,4777846,N,US,F,41,31/12/19,4,9,B,S,N,51.0,Lake Kathrynton,0.7974853358005226,152855.5972000279,Individual,1,0,1,1,1,0,1,1,0,0,1,0,,0.0,0,1,1,1,0,0,1,1,0,1
gardnerashley@example.com,7625428,S,US,F,46,10/08/17,0,11,A,S,N,33.0,South Kimmouth,0.9515480518558876,120809.97670860049,Business,0,1,1,0,0,1,0,0,1,1,0,0,0.0,0.0,1,0,1,0,1,0,1,1,1,0
ydavis@example.org,9789936,N,MX,M,68,02/11/17,3,13,B,S,S,31.0,Heatherstad,0.16265090361572798,82696.80107521507,Business,1,0,1,0,1,1,0,1,0,0,0,0,0.0,,1,1,0,1,0,0,1,1,0,1
fryrobert@example.net,2752025,N,MX,F,27,19/05/20,1,6,B,N,N,,New Jesse,0.37221177107623526,187178.25729320114,Premium,1,0,0,1,1,0,1,0,0,0,0,1,1.0,0.0,1,1,0,1,1,0,1,1,1,1
abigailwest@example.org,7868574,S,CA,O,31,04/10/23,1,8,B,S,S,16.0,North Shelly,0.29174310794538494,153333.72621718099,Business,0,0,0,1,1,1,1,0,1,1,0,1,0.0,1.0,1,1,1,0,1,1,0,1,0,0
michellebauer@example.net,1470202,N,MX,F,60,08/10/23,10,4,B,S,S,17.0,Benjaminbury,0.19796895038132,153818.0717217293,Individual,1,0,1,0,0,1,0,1,1,1,0,0,0.0,0.0,0,1,1,0,0,0,1,0,1,1
wolfteresa@example.com,4751498,N,CA,F,46,09/06/15,6,20,A,N,N,37.0,Michaelmouth,0.3294514491209276,40491.25063266319,Premium,0,0,0,0,0,0,0,1,1,1,1,0,0.0,,1,1,0,0,0,1,1,1,1,1
gdavila@example.com,8525984,N,US,F,65,21/01/24,2,11,C,S,S,14.0,Lake Heidi,0.75605589540789,170973.90718111902,Premium,0,1,1,1,1,1,0,0,0,1,1,1,1.0,,1,0,0,0,0,1,0,1,0,1
david25@example.net,8623207,S,US,M,23,14/02/18,7,8,C,N,N,40.0,Burtonmouth,0.2263097237528573,163388.11192116348,Business,1,0,1,0,0,1,1,0,0,1,1,0,0.0,,1,1,0,0,0,1,0,1,0,0
lmack@example.net,4814384,N,US,M,69,06/11/19,6,7,A,N,N,15.0,New Melissafurt,0.6372411698813403,47856.70248707633,Business,1,1,1,0,1,0,0,0,0,1,0,1,1.0,,0,1,1,1,0,0,0,1,0,0
zanderson@example.net,6960307,S,MX,M,19,19/04/22,4,10,C,N,S,34.0,West Ryanview,0.10293448943649464,147790.60220668165,Premium,1,1,0,0,1,0,0,0,1,1,0,1,,0.0,1,0,0,1,0,0,1,0,1,0
donald49@example.com,9181529,N,MX,O,58,28/02/17,6,11,B,N,N,47.0,Howellburgh,0.29254463514284024,47237.645414907776,Business,0,0,0,1,1,0,1,1,0,1,0,0,1.0,,1,0,1,1,1,0,1,0,0,1
edward38@example.net,3710933,S,MX,F,43,14/06/18,2,18,C,N,S,56.0,East Kathryn,0.8229591300504657,154217.6894597608,Business,0,0,1,0,0,0,0,1,0,0,1,0,0.0,0.0,0,1,0,0,1,0,0,1,1,0
oturner@example.net,1276933,N,MX,F,57,20/08/15,10,9,A,N,S,29.0,Pachecofort,0.9334063957119095,45940.18564073817,Premium,1,0,0,0,1,0,0,0,0,0,1,1,1.0,,1,0,1,1,0,1,0,1,0,0
nancy18@example.net,4448974,N,US,F,80,03/11/19,2,18,B,S,N,24.0,Port Joshuamouth,0.9138014143468173,187544.82351335447,Premium,1,1,0,0,1,0,1,1,1,0,0,1,,,0,0,1,1,0,1,0,1,1,0
marksawyer@example.org,2093631,N,US,M,43,06/02/22,0,11,B,S,S,48.0,New Jennifer,0.6984192757088606,71108.61269441246,Premium,0,0,0,0,1,1,0,1,0,0,1,0,0.0,,1,1,0,0,1,1,0,1,1,1
jeremy43@example.org,3783270,S,MX,O,73,04/07/17,2,20,A,N,N,40.0,Alexishaven,0.44801694774140866,105060.14990430945,Individual,1,0,1,1,0,0,1,0,1,0,0,1,1.0,0.0,1,0,1,0,1,1,0,1,1,0
trevorschwartz@example.org,4544273,N,MX,O,60,01/07/24,6,12,B,S,S,21.0,Gatesview,0.7848909329705136,175442.42024809157,Premium,1,0,0,1,1,0,0,1,1,0,1,0,1.0,1.0,1,0,1,1,1,1,0,0,1,1
bbrown@example.net,2964311,S,US,M,39,20/05/21,4,6,A,N,S,10.0,Longborough,0.4094249615183033,41239.789140276,Business,1,1,0,1,0,0,1,0,1,0,0,0,0.0,1.0,1,1,1,1,0,1,0,0,0,1
schwartzadrienne@example.net,2498274,N,US,M,20,16/09/16,8,6,B,N,N,20.0,Jenniferfurt,0.0025572340204886856,53263.210114992755,Business,0,0,0,0,1,1,0,0,0,1,0,1,,1.0,1,0,1,1,1,0,0,1,1,1
tiffany89@example.net,7593307,S,MX,F,47,16/09/21,0,7,A,N,N,44.0,Waltershaven,0.4204618455514647,169486.01739094136,Individual,1,1,0,0,1,0,1,0,0,1,1,1,,1.0,0,1,1,0,0,1,0,0,1,1
walkermichael@example.com,7179968,S,MX,O,46,28/07/22,9,19,A,S,S,39.0,South William,0.6292872609550847,87038.43043679863,Business,1,1,0,1,0,1,1,0,1,0,0,1,0.0,,1,0,1,1,1,0,1,1,0,0
farrelljeremy@example.com,3665283,S,CA,O,33,06/03/24,4,7,C,S,N,48.0,Gailstad,0.5523681774476162,193312.43071293624,Individual,0,0,1,0,0,1,0,1,1,0,0,0,1.0,,0,1,0,0,0,1,1,0,0,1
patty99@example.org,5381795,N,MX,F,50,28/05/16,3,19,C,S,N,7.0,Floresland,0.2852816191862443,100461.83924393152,Premium,1,0,1,1,1,1,1,0,0,0,1,0,0.0,,1,1,1,1,0,1,0,1,0,0
rebecca25@example.net,6548164,S,US,O,59,18/02/22,8,17,B,S,N,,Nathanville,0.9824563987068798,106120.56523979697,Premium,1,0,0,0,1,0,1,1,1,0,0,0,0.0,,0,0,1,1,1,1,0,0,0,0
charlesmatthews@example.com,3112257,N,US,M,72,19/11/24,2,17,C,N,S,29.0,Jasonshire,0.7377233853889056,184436.371963076,Individual,1,1,1,0,1,1,1,1,0,1,1,0,,0.0,0,1,0,1,0,0,0,1,1,1
emilywolf@example.org,5602879,N,US,M,19,12/08/18,5,10,C,S,S,26.0,Anthonyborough,0.31537365674246287,86807.0149055389,Individual,0,0,1,0,0,1,0,1,1,1,1,1,0.0,1.0,1,0,1,1,1,1,1,1,1,1
darren06@example.com,2484094,S,CA,M,45,02/01/18,1,12,B,N,N,8.0,South Maria,0.6104825507025547,32898.542827201396,Premium,1,1,0,1,1,1,0,0,0,1,0,1,0.0,0.0,0,0,0,0,0,0,1,0,0,0
christopherharris@example.org,8311257,S,CA,O,66,13/05/23,2,9,B,S,S,12.0,Beckybury,0.4601171395383692,76668.52186827168,Business,0,0,1,1,0,0,0,1,0,0,0,1,0.0,,1,0,1,1,1,0,0,1,0,0
moorethomas@example.org,8752157,N,MX,O,22,12/01/20,7,19,A,S,S,27.0,South Jennifer,0.2868700759686633,20531.94776071615,Business,1,0,0,1,0,1,0,1,0,0,1,1,1.0,1.0,1,0,1,1,0,1,0,0,0,1
david41@example.org,7449612,S,MX,F,31,23/09/18,9,15,C,S,S,15.0,New Justinborough,0.16067651702225394,135591.2577081036,Premium,1,0,1,0,1,0,1,1,0,0,0,0,,,0,1,0,1,0,0,1,1,0,1
hillkevin@example.org,4135433,N,MX,O,18,09/10/20,2,14,C,S,N,55.0,Port Jonathanside,0.7074723927310672,186626.86558051012,Individual,1,0,1,0,1,0,1,0,0,0,1,0,0.0,0.0,1,0,1,1,1,0,1,0,1,0
edwardmarshall@example.com,3712033,N,MX,O,41,13/10/21,2,5,C,S,N,18.0,Lindahaven,0.03560834984325223,71825.71124157852,Premium,1,0,1,0,1,1,1,1,0,1,0,1,0.0,,1,0,0,0,0,1,0,0,0,1
robert97@example.net,1357198,N,MX,F,69,05/10/20,2,13,A,S,S,46.0,South Josephfort,0.9858767347361723,110836.59722975575,Premium,1,1,1,1,1,1,0,0,1,1,1,1,0.0,1.0,1,1,1,0,1,1,1,0,0,1
joymills@example.org,4274460,S,MX,M,56,25/12/22,7,8,B,N,N,50.0,Port Jonathanshire,0.03860054040977301,164606.6060747703,Individual,0,0,0,0,0,1,1,1,1,0,0,1,0.0,0.0,0,0,1,1,1,1,1,1,1,1
lisa06@example.org,4227507,S,US,F,63,06/02/17,7,4,B,S,S,40.0,Port Alexandraton,0.038027782833838786,162686.50136470664,Business,0,0,0,0,0,0,0,1,0,0,1,1,1.0,,0,0,0,1,1,1,0,0,0,0
knappmargaret@example.org,5458725,S,US,M,25,08/04/21,8,18,B,S,S,36.0,East Erica,0.0029208899254767884,164114.06354678035,Individual,1,1,0,0,1,0,1,1,0,0,0,1,1.0,1.0,1,0,1,0,1,0,0,1,0,0
marco33@example.net,2401175,N,CA,F,75,05/04/18,7,13,B,S,N,12.0,Port Chelsey,0.3160803586815977,92393.72138690425,Individual,0,1,1,0,0,1,1,1,1,0,0,0,1.0,,0,0,1,1,1,0,0,1,0,1
brianaustin@example.com,8496838,N,MX,F,63,22/07/24,7,3,A,S,N,28.0,Starkberg,0.2779790276234918,90268.9087181421,Business,1,1,0,0,1,0,0,0,0,1,0,1,0.0,,1,1,1,1,1,0,0,1,0,0
michelleray@example.org,6177535,S,MX,M,35,02/02/16,10,6,C,S,S,1.0,Wintersland,0.2131283376140919,67856.79306312358,Business,0,1,1,1,0,1,1,0,1,1,0,0,,0.0,0,1,1,1,0,1,0,0,0,1
phumphrey@example.net,9626595,S,US,F,48,03/07/18,1,2,B,N,N,3.0,Brentview,0.5783747800486915,68168.88291289714,Business,0,1,1,1,0,0,1,0,0,0,1,0,,,0,0,0,1,0,0,1,0,0,1
jamesraymond@example.org,8278396,N,MX,F,56,20/08/20,0,11,A,N,N,51.0,Gonzalezburgh,0.5936223812794325,165578.91627153763,Individual,0,1,0,1,1,1,1,0,0,0,0,1,,,0,0,1,1,1,0,1,1,1,1
pandrews@example.com,8864396,S,MX,O,50,08/03/19,5,20,B,S,N,2.0,Andersonbury,0.3405335459376463,51217.46033494381,Premium,0,0,1,1,0,0,0,0,0,0,1,0,,,1,0,1,0,0,1,1,0,0,1
kjohnson@example.net,6132053,N,CA,M,53,18/02/21,4,19,C,N,S,49.0,Pattersonberg,0.8567512089612662,30453.633188378084,Business,1,0,0,1,1,1,0,0,1,0,0,0,0.0,,1,0,1,1,1,1,0,0,0,1
clarkmatthew@example.net,9990047,N,CA,M,76,28/07/18,7,16,C,S,S,43.0,Lake Anthony,0.3333846725920313,28975.504635591198,Premium,0,1,1,0,0,1,0,1,0,1,1,1,1.0,1.0,1,0,0,0,1,1,1,1,1,1
leonard86@example.net,9556953,N,CA,M,68,15/09/23,10,6,B,S,N,30.0,Caseyside,0.7371342802246416,157807.91688089518,Business,1,0,0,0,1,1,1,1,1,1,1,1,1.0,,0,0,0,1,1,1,0,1,0,0
